v(g),n,v,l,d,i,e,t,n1,n2,N1,N2,result
1,6,15.509775,0.5,2,7.75,31.02,1.72,4,2,4,2,0
1,6,15.509775,0.5,2,7.75,31.02,1.72,4,2,4,2,0
1,6,15.509775,0.5,2,7.75,31.02,1.72,4,2,4,2,0
1,6,15.509775,0.5,2,7.75,31.02,1.72,4,2,4,2,0
2,17,62.90747521,0.29,3.5,17.97,220.18,12.23,7,6,11,6,0
1,10,31.69925001,0.33,3,10.57,95.1,5.28,6,3,7,3,0
1,10,31.69925001,0.33,3,10.57,95.1,5.28,6,3,7,3,0
1,14,48.43204266,0.33,3,16.14,145.3,8.07,6,5,9,5,0
15,364,2084.963045,0.02,42.69,48.84,88998.14,4944.34,18,35,198,166,0
4,106,552.2020568,0.07,14.61,37.8,8066.95,448.16,14,23,58,48,0
2,66,320.6267457,0.08,11.78,27.22,3777.38,209.85,13,16,37,29,0
7,152,874.7429003,0.06,17.91,48.83,15670.39,870.58,19,35,86,66,0
2,56,277.4349934,0.11,9.06,30.63,2513.23,139.62,14,17,34,22,0
2,30,129.6578428,0.19,5.32,24.38,689.54,38.31,9,11,17,13,0
3,62,284.267675,0.08,12,23.69,3411.21,189.51,12,12,38,24,0
2,53,239.7487837,0.09,11.45,20.93,2746.21,152.57,12,11,32,21,0
2,64,293.4376,0.14,7.25,40.47,2127.42,118.19,8,16,35,29,0
3,21,85.83671967,0.16,6.42,13.38,550.79,30.6,11,6,14,7,0
6,117,609.5060438,0.04,27.65,22.05,16851.05,936.17,20,17,70,47,0
3,90,432.661943,0.07,14.63,29.58,6327.68,351.54,12,16,51,39,0
2,62,287.9190838,0.08,12.46,23.11,3586.99,199.28,13,12,39,23,0
2,61,283.2752276,0.08,12.46,22.74,3529.14,196.06,13,12,38,23,0
31,621,3780.314424,0.02,57.19,66.1,216201.81,12011.21,21,47,365,256,0
3,64,289.5079652,0.1,10.08,28.71,2919.21,162.18,11,12,42,22,0
2,30,129.6578428,0.19,5.32,24.38,689.54,38.31,9,11,17,13,0
10,177,1008.97783,0.03,29.17,34.59,29428.52,1634.92,25,27,114,63,0
2,133,726.1044053,0.05,18.24,39.81,13244.14,735.79,19,25,85,48,0
2,117,614.7154971,0.07,13.7,44.5,8347.58,463.75,14,23,73,45,0
4,93,437.1408938,0.05,20.42,21.41,8924.96,495.83,14,12,58,35,0
4,35,133.2574223,0.06,17.5,7.61,2332,129.56,10,4,21,14,0
10,193,1066.047458,0.02,40,26.65,42641.9,2368.99,23,23,113,80,0
5,108,540,0.04,25.5,21.18,13770,765,17,15,63,45,0
6,76,361.3714502,0.04,24.73,14.61,8935.73,496.43,16,11,42,34,0
3,23,87.56916321,0.15,6.67,13.14,583.79,32.43,8,6,13,10,0
2,30,129.6578428,0.19,5.32,24.38,689.54,38.31,9,11,17,13,0
6,105,538.5747168,0.05,19.83,27.16,10681.73,593.43,17,18,63,42,0
3,158,851.9861528,0.06,16.92,50.34,14418.23,801.01,16,26,103,55,0
1,54,240.8093074,0.11,9.5,25.35,2287.69,127.09,11,11,35,19,0
18,584,3782.007832,0.03,39.24,95.89,147640.36,8202.24,24,63,381,206,0
2,131,677.2601752,0.07,14.13,47.93,9569.98,531.67,13,23,81,50,0
1,68,336.8853491,0.2,4.96,67.94,1670.39,92.8,7,24,34,34,0
2,43,204.4601626,0.1,10,20.45,2044.6,113.59,15,12,27,16,0
1,9,25.2661943,0.27,3.75,6.74,94.75,5.26,5,2,6,3,0
2,34,146.9455552,0.17,5.73,25.66,841.6,46.76,9,11,20,14,0
3,99,470.7338627,0.05,18.85,24.98,8871.52,492.86,14,13,64,35,0
2,23,87.56916321,0.19,5.33,16.42,467.04,25.95,8,6,15,8,0
8,113,620.5793999,0.05,19.6,31.66,12163.36,675.74,20,25,64,49,0
2,22,83.76180829,0.13,7.5,11.17,628.21,34.9,10,4,16,6,0
4,79,391.3815085,0.05,19.43,20.14,7603.98,422.44,17,14,47,32,0
6,215,1381.646922,0.07,13.47,102.57,18610.99,1033.94,19,67,120,95,0
9,239,1464.898641,0.04,22.71,64.48,33274.12,1848.56,21,49,133,106,0
2,55,255.4120904,0.07,13.36,19.11,3413.23,189.62,14,11,34,21,0
3,155,767.9004281,0.04,25.78,29.79,19797.43,1099.86,15,16,100,55,0
3,70,346.7937417,0.11,9.16,37.87,3175.9,176.44,12,19,41,29,0
9,365,1980.586635,0.03,36.62,54.09,72522.48,4029.03,13,30,196,169,0
4,102,510,0.05,19,26.84,9690,538.33,16,16,64,38,0
3,39,176.4189163,0.11,9.1,19.39,1605.41,89.19,13,10,25,14,0
17,475,3113.429705,0.02,55.25,56.35,172016.99,9556.5,34,60,280,195,0
2,131,682.4383909,0.07,15.22,44.85,10384.93,576.94,14,23,81,50,0
3,144,755.7015619,0.07,13.78,54.84,10413.57,578.53,13,25,91,53,0
5,98,465.9789752,0.04,23.13,20.15,10775.76,598.65,15,12,61,37,0
1,111,471.519954,0.07,14.55,32.42,6858.47,381.03,8,11,71,40,0
3,61,272.0253287,0.1,10.42,26.11,2833.6,157.42,10,12,36,25,0
2,34,149.3387924,0.16,6.36,23.47,950.34,52.8,10,11,20,14,0
2,34,146.9455552,0.17,5.73,25.66,841.6,46.76,9,11,20,14,0
6,74,339.2872251,0.05,18.33,18.51,6220.27,345.57,15,9,52,22,0
4,40,175.6926969,0.08,12.19,14.42,2141.25,118.96,13,8,25,15,0
2,32,133.4376,0.13,7.5,17.79,1000.78,55.6,10,8,20,12,0
4,184,1038.469539,0.06,18.03,57.6,18723.92,1040.22,17,33,114,70,0
3,73,325.5385082,0.1,10.38,31.35,3380.59,187.81,9,13,43,30,0
3,37,151.2361251,0.16,6.22,24.31,941.02,52.28,8,9,23,14,0
2,95,475,0.08,13.22,35.92,6280.56,348.92,14,18,61,34,0
2,37,157.173318,0.15,6.75,23.28,1060.92,58.94,9,10,22,15,0
2,57,264.6998028,0.09,11.38,23.27,3010.96,167.28,13,12,36,21,0
3,46,202.0466014,0.12,8.18,24.69,1653.11,91.84,10,11,28,18,0
3,98,502.6697357,0.06,17.68,28.42,8889.32,493.85,16,19,56,42,0
4,170,973.7464773,0.04,24.94,39.05,24282.8,1349.04,21,32,94,76,0
3,104,533.4454338,0.06,17.26,30.9,9208.95,511.61,16,19,63,41,0
9,123,630.9018111,0.03,29.69,21.25,18729.9,1040.55,19,16,73,50,0
3,115,512.8346361,0.03,28.88,17.76,14808.1,822.67,14,8,82,33,0
3,55,248.7959076,0.12,8.08,30.8,2009.51,111.64,10,13,34,21,0
5,97,493.4838956,0.03,29.29,16.85,14452.03,802.89,20,14,56,41,0
1,40,166.7970001,0.1,10,16.68,1667.97,92.67,10,8,24,16,0
12,523,3216.317744,0.01,70,45.95,225142.24,12507.9,28,43,308,215,0
3,35,158.3246685,0.11,8.73,18.14,1381.74,76.76,12,11,19,16,0
8,161,764.9812728,0.03,37.13,17.73,24431.28,1357.29,12,8,111,66,0
10,159,851.8507687,0.04,28.35,30.05,24149.97,1341.66,21,20,105,54,0
5,98,551.0323889,0.06,17.85,28.6,9112.9,506.27,17,21,61,44,0
4,93,546.7143127,0.06,16.26,32.61,8619.36,478.85,24,30,53,42,0
1,18,66.60791493,0.4,2.5,26.64,166.52,9.25,5,8,10,8,0
1,4,8,0.67,1.5,5.33,12,0.67,3,1,3,1,0
10,177,1057.333417,0.04,25.3,40.98,26232.62,1457.37,24,36,101,78,0
1,18,66.60791493,0.4,2.5,26.64,166.52,9.25,5,8,10,8,0
4,116,574.686772,0.07,14.03,40.98,8059.98,447.78,11,20,65,51,0
4,116,574.686772,0.07,14.03,40.98,8059.98,447.78,11,20,65,51,0
4,116,574.686772,0.07,14.03,40.98,8059.98,447.78,11,20,65,51,0
1,18,66.60791493,0.4,2.5,26.64,166.52,9.25,5,8,10,8,0
8,179,977.2382597,0.05,20.86,46.85,20382.4,1132.36,16,28,106,73,0
1,4,8,0.67,1.5,5.33,12,0.67,3,1,3,1,0
1,18,66.60791493,0.4,2.5,26.64,166.52,9.25,5,8,10,8,0
10,192,968.5236709,0.03,30,32.28,29055.71,1614.21,15,18,120,72,0
2,18,66.60791493,0.33,3,22.2,199.82,11.1,6,7,11,7,0
2,42,189.9896022,0.14,7.33,25.91,1393.26,77.4,11,12,26,16,0
6,56,263.2246242,0.06,17.94,14.67,4723.42,262.41,17,9,37,19,0
2,18,66.60791493,0.33,3,22.2,199.82,11.1,6,7,11,7,0
2,20,78.13781191,0.18,5.71,13.67,446.5,24.81,8,7,10,10,0
4,131,706.3935824,0.06,16.32,43.28,11528.34,640.46,17,25,83,48,0
4,171,955.0285876,0.06,16.75,57.02,15996.73,888.71,16,32,104,67,0
4,157,857.1307641,0.06,17.14,50,14693.67,816.32,16,28,97,60,0
2,52,238.41805,0.14,7.2,33.11,1716.61,95.37,9,15,28,24,0
6,64,285.4036236,0.11,9.5,30.04,2711.33,150.63,11,11,45,19,0
6,112,596.0559466,0.07,15.3,38.96,9119.66,506.65,15,25,61,51,0
4,50,235.0219859,0.07,14.32,16.41,3365.09,186.95,15,11,29,21,0
1,17,58.81033752,0.44,2.29,25.73,134.42,7.47,4,7,9,8,0
4,40,169.9171005,0.09,10.83,15.68,1840.77,102.26,13,6,30,10,0
3,32,130.7988109,0.14,7.33,17.84,959.19,53.29,11,6,24,8,0
4,36,155.5894114,0.09,11.67,13.34,1815.21,100.84,14,6,26,10,0
5,56,263.2246242,0.07,14,18.8,3685.14,204.73,14,12,32,24,0
2,11,34.86917502,0.19,5.25,6.64,183.06,10.17,7,2,8,3,0
3,36,158.1234272,0.1,9.75,16.21,1541.7,85.65,13,8,24,12,0
11,102,527.3323501,0.04,23.75,22.2,12524.14,695.79,20,16,64,38,0
18,475,3269.255448,0.04,28.23,115.83,92277.37,5126.52,25,93,265,210,0
1,7,19.65148445,0.33,3,6.55,58.95,3.28,6,1,6,1,0
2,14,46.50699333,0.33,3,15.5,139.52,7.75,6,4,10,4,0
1,10,33.21928095,0.29,3.5,9.49,116.27,6.46,7,3,7,3,0
1,188,1081.91885,0.11,8.9,121.56,9629.08,534.95,9,45,99,89,0
1,530,3449.131159,0.05,20,172.46,68982.62,3832.37,13,78,290,240,0
6,544,3689.059684,0.03,30.25,121.95,111594.06,6199.67,22,88,302,242,0
1,535,3185.495026,0.04,27.96,113.93,89066.44,4948.14,12,50,302,233,0
1,11,34.86917502,0.5,2,17.43,69.74,3.87,4,5,6,5,0
3,75,371.5647233,0.08,12.66,29.36,4702.62,261.26,15,16,48,27,0
1,13,43.18506523,0.33,3,14.4,129.56,7.2,6,4,9,4,0
10,69,341.8395454,0.06,16.62,20.57,5679.8,315.54,18,13,45,24,0
7,235,1382.421117,0.04,26.53,52.12,36670.54,2037.25,21,38,139,96,0
2,267,1564.080926,0.05,20.23,77.31,31645.36,1758.08,15,43,151,116,0
2,48,214.0527177,0.16,6.29,34.05,1345.47,74.75,8,14,26,22,0
4,82,439.3192644,0.08,12.52,35.08,5501.48,305.64,19,22,53,29,0
5,122,670.0060778,0.05,20.56,32.58,13777,765.39,21,24,75,47,0
1,11,34.86917502,0.5,2,17.43,69.74,3.87,4,5,6,5,0
10,249,1526.191471,0.05,20.86,73.15,31840.54,1768.92,19,51,137,112,0
1,116,617.343659,0.09,11.36,54.36,7011.26,389.51,12,28,63,53,0
20,382,2428.584866,0.03,34.76,69.87,84414.26,4689.68,24,58,214,168,0
1,12,39.86313714,0.21,4.67,8.54,186.03,10.33,7,3,8,4,0
1,21,69.76048999,0.3,3.33,20.93,232.53,12.92,4,6,11,10,0
1,24,86.03910002,0.36,2.75,31.29,236.61,13.14,4,8,13,11,0
1,19,74.23092132,0.19,5.25,14.14,389.71,21.65,9,6,12,7,0
1,4,8,0.67,1.5,5.33,12,0.67,3,1,3,1,0
1,19,72.33974352,0.22,4.5,16.07,325.53,18.08,9,5,14,5,0
3,22,83.76180829,0.12,8.1,10.34,678.47,37.69,9,5,13,9,0
3,23,89.8584837,0.11,9,9.98,808.73,44.93,10,5,14,9,0
2,29,113.2998273,0.16,6.13,18.5,693.96,38.55,7,8,15,14,0
2,29,113.2998273,0.16,6.13,18.5,693.96,38.55,7,8,15,14,0
1,37,148,0.19,5.4,27.41,799.2,44.4,6,10,19,18,0
9,77,366.1263377,0.06,17.5,20.92,6407.21,355.96,15,12,49,28,0
1,37,148,0.19,5.4,27.41,799.2,44.4,6,10,19,18,0
8,69,324.3303406,0.06,17.05,19.03,5528.36,307.13,15,11,44,25,0
1,37,148,0.19,5.4,27.41,799.2,44.4,6,10,19,18,0
6,53,243.0030125,0.06,15.83,15.35,3847.55,213.75,15,9,34,19,0
1,37,148,0.19,5.4,27.41,799.2,44.4,6,10,19,18,0
5,45,203.560288,0.07,15,13.57,3053.4,169.63,15,8,29,16,0
4,36,152.9253905,0.09,11.14,13.72,1704.03,94.67,12,7,23,13,0
5,113,609.3318688,0.05,20.45,29.79,12463.61,692.42,20,22,68,45,0
5,113,609.3318688,0.05,20.45,29.79,12463.61,692.42,20,22,68,45,0
2,29,113.2998273,0.16,6.13,18.5,693.96,38.55,7,8,15,14,0
8,190,1043.452088,0.03,28.8,36.23,30051.42,1669.52,20,25,118,72,0
8,190,1043.452088,0.03,28.8,36.23,30051.42,1669.52,20,25,118,72,0
3,26,98.99122797,0.09,11.25,8.8,1113.65,61.87,10,4,17,9,0
2,48,217.1309739,0.12,8.25,26.32,1791.33,99.52,11,12,30,18,0
2,72,338.4316597,0.09,11.14,30.37,3771.1,209.51,12,14,46,26,0
2,48,217.1309739,0.12,8.25,26.32,1791.33,99.52,11,12,30,18,0
3,70,340.0586697,0.08,12.13,28.03,4126.05,229.22,14,15,44,26,0
4,60,275.09775,0.07,14,19.65,3851.37,213.96,14,10,40,20,0
2,48,217.1309739,0.12,8.25,26.32,1791.33,99.52,11,12,30,18,0
4,176,863.6127448,0.02,44.25,19.52,38214.86,2123.05,18,12,117,59,0
2,48,217.1309739,0.12,8.25,26.32,1791.33,99.52,11,12,30,18,0
6,68,319.6299008,0.06,17.05,18.75,5448.24,302.68,15,11,43,25,0
2,48,217.1309739,0.12,8.25,26.32,1791.33,99.52,11,12,30,18,0
4,42,178.4129556,0.14,7.2,24.78,1284.57,71.37,9,10,26,16,0
4,35,143.0611994,0.22,4.5,31.79,643.78,35.77,9,8,27,8,0
2,33,144.946475,0.11,9.33,15.53,1352.83,75.16,12,9,19,14,0
2,36,155.5894114,0.09,11.25,13.83,1750.38,97.24,12,8,21,15,0
2,36,155.5894114,0.09,11.25,13.83,1750.38,97.24,12,8,21,15,0
3,46,191.8165501,0.07,14.14,13.56,2712.83,150.71,11,7,28,18,0
7,81,408.5959237,0.06,16.47,24.81,6729.82,373.88,16,17,46,35,0
4,60,267.5658971,0.07,13.5,19.82,3612.14,200.67,11,11,33,27,0
1,13,44.97261104,0.25,4,11.24,179.89,9.99,8,3,10,3,0
4,60,267.5658971,0.07,13.5,19.82,3612.14,200.67,11,11,33,27,0
2,26,104,0.1,9.9,10.51,1029.59,57.2,11,5,17,9,0
3,60,305.2477705,0.11,8.75,34.89,2670.92,148.38,14,20,35,25,0
1,12,39.86313714,0.4,2.5,15.95,99.66,5.54,5,5,7,5,0
8,212,1196.497512,0.05,20.86,57.35,24963.29,1386.85,17,33,131,81,0
4,80,388.6384796,0.09,10.97,35.43,4262.88,236.83,13,16,53,27,0
3,97,512.6840152,0.1,10.5,48.83,5383.18,299.07,13,26,55,42,0
13,206,1162.634375,0.03,32.61,35.66,37910.19,2106.12,22,28,123,83,0
3,61,299.3203263,0.09,10.94,27.37,3273.82,181.88,14,16,36,25,0
2,69,324.3303406,0.08,12.83,25.27,4162.24,231.24,14,12,47,22,0
3,235,833.1883278,0.05,18.59,74.98,25905.07,1439.17,10,37,76,74,0
5,144,781.3821247,0.04,24.12,32.4,18846.94,1047.05,18,25,77,67,0
3,264,1466.411457,0.05,20.86,70.3,30588.43,1699.36,15,32,175,89,0
8,152,808.9330704,0.05,19.8,40.86,16016.87,889.83,15,25,86,66,0
6,90,471.2241565,0.05,20.92,20.9,9147.95,508.22,16,13,63,34,0
4,48,172.0782,0.06,18,9.56,3097.41,172.08,8,4,30,18,0
2,56,260.0559466,0.1,9.82,26.48,2554.12,141.9,11,14,31,25,0
3,68,340,0.1,9.6,35.42,3264,181.33,12,20,36,32,0
1,21,69.76048999,0.3,3.33,20.93,232.53,12.92,4,6,11,10,0
8,222,1289.232793,0.03,39.43,32.68,50838.75,2824.37,26,30,131,91,0
7,164,931.2362713,0.04,25.54,36.25,23635.66,1313.09,22,28,100,65,0
1,21,69.76048999,0.3,3.33,20.93,232.53,12.92,4,6,11,10,0
1,13,39,0.56,1.8,21.67,70.2,3.9,3,5,7,6,0
1,13,41.20902502,0.67,1.5,27.47,61.81,3.43,3,6,7,6,0
4,102,542.8366657,0.11,9.21,58.91,5001.85,277.88,12,28,59,43,0
1,22,85.9515931,0.19,5.25,16.37,451.25,25.07,9,6,15,7,0
1,6,15.509775,0.4,2.5,6.2,38.77,2.15,5,1,5,1,0
1,7,19.65148445,0.4,2.5,7.86,49.13,2.73,5,2,5,2,0
1,7,19.65148445,0.4,2.5,7.86,49.13,2.73,5,2,5,2,0
4,77,388.4183472,0.05,20.36,19.08,7907.09,439.28,19,14,47,30,0
2,24,96,0.17,5.79,16.59,555.43,30.86,9,7,15,9,0
2,17,62.90747521,0.21,4.8,13.11,301.96,16.78,8,5,11,6,0
2,13,44.97261104,0.28,3.6,12.49,161.9,8.99,6,5,7,6,0
3,72,356.7021343,0.06,17.61,20.26,6280.51,348.92,17,14,43,29,0
3,76,380,0.06,17.57,21.63,6675.33,370.85,17,15,45,31,0
3,90,450,0.06,18.13,24.82,8160,453.33,17,15,58,32,0
3,68,330.3427077,0.06,16.62,19.88,5488.77,304.93,16,13,41,27,0
1,19,68.11428751,0.2,4.9,13.9,333.76,18.54,7,5,12,7,0
4,51,227.4310126,0.13,7.96,28.57,1810.7,100.59,9,13,28,23,0
2,97,485,0.09,11.7,41.45,5674.5,315.25,12,20,58,39,0
8,133,697.9743593,0.03,28.89,24.16,20163.7,1120.21,20,18,81,52,0
9,154,830.4168831,0.03,30.5,27.23,25327.71,1407.1,21,21,93,61,0
9,195,1044.722641,0.03,30.95,33.75,32336.65,1796.48,20,21,130,65,0
12,232,1266.588136,0.03,38.8,32.64,49149.13,2730.51,21,23,147,85,0
7,111,555,0.04,27.64,20.08,15341.79,852.32,18,14,68,43,0
4,136,697.5824903,0.06,16.55,42.16,11541.82,641.21,13,22,80,56,0
3,27,114.6940429,0.15,6.87,16.68,788.52,43.81,11,8,17,10,0
2,105,534.1835983,0.09,11.73,45.55,6264.52,348.03,12,22,62,43,0
8,113,597.2504507,0.04,27.82,21.47,16617.61,923.2,22,17,70,43,0
4,75,368.0167947,0.06,17,21.65,6256.29,347.57,17,13,49,26,0
9,130,705.4144181,0.03,28.75,24.54,20280.66,1126.7,23,20,80,50,0
9,149,803.455296,0.04,28.05,28.64,22536.92,1252.05,22,20,98,51,0
10,169,933.4819706,0.03,30.5,30.61,28471.2,1581.73,23,23,108,61,0
7,93,469.1286531,0.04,23.75,19.75,11141.81,618.99,19,14,58,35,0
1,40,178.3772647,0.15,6.67,26.76,1189.18,66.07,10,12,24,16,0
3,38,171.8953543,0.11,9.27,18.54,1593.94,88.55,12,11,21,17,0
4,77,388.4183472,0.05,20.36,19.08,7907.09,439.28,19,14,47,30,0
4,120,620.3910002,0.05,21.2,29.26,13152.29,730.68,16,20,67,53,0
1,6,15.509775,0.5,2,7.75,31.02,1.72,4,2,4,2,0
2,24,91.37651813,0.09,11,8.31,1005.14,55.84,11,3,18,6,0
2,21,77.70923408,0.17,5.83,13.32,453.3,25.18,7,6,11,10,0
2,26,104,0.12,8.33,12.48,866.67,48.15,10,6,16,10,0
7,402,2653.164963,0.03,31.25,84.9,82911.41,4606.19,25,72,222,180,0
6,127,666.4867942,0.05,20.24,32.93,13488.42,749.36,17,21,77,50,0
5,106,548.0120502,0.07,15,36.53,8220.18,456.68,15,21,64,42,0
4,58,287.343386,0.1,10.29,27.91,2957.95,164.33,14,17,33,25,0
5,106,548.0120502,0.07,15,36.53,8220.18,456.68,15,21,64,42,0
6,116,608.7595916,0.06,16.36,37.2,9961.52,553.42,16,22,71,45,0
31,457,2688.367874,0.01,70.91,37.91,190629.72,10590.54,26,33,277,180,0
3,37,151.2361251,0.09,11.43,13.23,1728.41,96.02,10,7,21,16,0
4,128,685.7666566,0.06,16.32,42.02,11191.71,621.76,16,25,77,51,0
16,179,886.8011396,0.03,31.88,27.82,28266.79,1570.38,15,16,111,68,0
42,1265,7879.455643,0.01,85.5,92.16,673693.46,37427.41,27,48,961,304,0
31,1249,7803.661464,0.01,84.03,92.87,655746.45,36430.36,27,49,944,305,0
3,56,272.0469357,0.08,12.13,22.42,3300.84,183.38,14,15,30,26,0
17,683,4254.283166,0.01,87,48.9,370122.64,20562.37,29,46,407,276,0
4,88,431.8063724,0.07,13.76,31.37,5943.69,330.2,13,17,52,36,0
24,405,2341.450684,0.02,65.03,36,152269.83,8459.43,24,31,237,168,0
5,122,625.7725281,0.05,22.19,28.2,13888.67,771.59,17,18,75,47,0
9,144,755.7015619,0.06,16.64,45.41,12574.87,698.6,13,25,80,64,0
1,71,367.0646751,0.18,5.67,64.78,2080.03,115.56,9,27,37,34,0
2,109,576.1088419,0.07,13.72,41.99,7904.21,439.12,14,25,60,49,0
4,63,297.2067961,0.06,17.25,16.96,5046.71,280.37,15,10,41,23,0
1,299,1844.807575,0.07,14.65,125.9,27031.12,1501.73,13,59,166,133,0
1,422,2682.886946,0.06,16.2,165.61,43462.77,2414.6,12,70,233,189,0
1,327,2030.491251,0.06,15.56,130.52,31589.12,1754.95,13,61,181,146,0
1,885,6214.795515,0.04,25.7,241.86,159693.22,8871.85,15,115,491,394,0
2,14,50.18947501,0.33,3,16.73,150.57,8.36,6,6,8,6,0
4,55,267.1889547,0.07,13.54,19.74,3617.33,200.96,16,13,33,22,0
5,209,1234.540134,0.06,17.09,72.23,21099.41,1172.19,16,44,115,94,0
8,72,334.3576457,0.09,11,30.4,3677.93,204.33,11,14,44,28,0
1,22,85.9515931,0.3,3.33,25.79,286.51,15.92,6,9,12,10,0
6,89,437.2182896,0.05,19.69,21.96,8514.17,473.01,16,13,58,32,0
1,4,8,0.67,1.5,5.33,12,0.67,3,1,3,1,0
2,86,413.4325233,0.13,8,51.68,3307.46,183.75,8,20,46,40,0
3,70,350,0.12,8.11,43.11,2841.67,157.87,11,21,39,31,0
1,76,372.9236853,0.1,9.84,37.89,3670.35,203.91,11,19,42,34,0
2,66,298.5550891,0.12,8.27,36.12,2468.06,137.11,8,15,35,31,0
2,49,221.6545358,0.16,6.13,36.14,1359.48,75.53,8,15,26,23,0
7,141,778.8222358,0.05,20.89,37.28,16271.82,903.99,18,28,76,65,0
1,33,144.946475,0.23,4.31,33.65,624.38,34.69,8,13,19,14,0
1,32,130.7988109,0.24,4.09,31.97,535.09,29.73,6,11,17,15,0
2,116,637.0549592,0.15,6.88,92.66,4379.75,243.32,9,36,61,55,0
1,22,85.9515931,0.3,3.33,25.79,286.51,15.92,6,9,12,10,0
1,17,60.94436251,0.5,2,30.47,121.89,6.77,4,8,9,8,0
8,136,778.9971818,0.07,14.17,54.99,11035.79,613.1,17,36,76,60,0
12,185,1038.721321,0.06,17.7,58.69,18382.22,1021.23,16,33,112,73,0
2,51,227.4310126,0.15,6.57,34.61,1494.55,83.03,8,14,28,23,0
1,68,293.8911105,0.13,7.81,37.64,2294.61,127.48,7,13,39,29,0
1,50,212.3963757,0.16,6.13,34.68,1300.93,72.27,7,12,29,21,0
1,32,130.7988109,0.24,4.09,31.97,535.09,29.73,6,11,17,15,0
5,54,256.7639251,0.13,7.56,33.95,1941.78,107.88,11,16,32,22,0
4,74,370,0.1,9.6,38.54,3552,197.33,12,20,42,32,0
5,117,618.3920596,0.07,13.5,45.81,8348.29,463.79,13,26,63,54,0
1,29,107.3127518,0.32,3.11,34.49,333.86,18.55,4,9,15,14,0
5,61,305,0.11,8.89,34.29,2712.89,150.72,13,19,35,26,0
2,131,727.6511396,0.08,12.09,60.18,8797.96,488.78,14,33,74,57,0
1,11,34.86917502,0.5,2,17.43,69.74,3.87,4,5,6,5,0
9,62,301.1948217,0.06,18.05,16.69,5436.57,302.03,19,10,43,19,0
3,64,310.9107837,0.09,10.97,28.35,3410.3,189.46,13,16,37,27,0
10,118,651.7803108,0.05,18.9,34.49,12318.65,684.37,21,25,73,45,0
2,21,82.04470251,0.27,3.67,22.38,300.83,16.71,6,9,10,11,0
1,5,11.60964047,0.67,1.5,7.74,17.41,0.97,3,2,3,2,0
2,44,171.9031862,0.1,10.29,16.71,1768.15,98.23,8,7,26,18,0
4,38,171.8953543,0.06,17.14,10.03,2946.78,163.71,16,7,23,15,0
6,151,725.9105932,0.02,65,11.17,47184.19,2621.34,20,8,99,52,0
5,68,330.3427077,0.05,18.46,17.89,6098.63,338.81,16,13,38,30,0
2,14,46.50699333,0.19,5.25,8.86,244.16,13.56,6,4,7,7,0
3,82,406.2440975,0.12,8.39,48.44,3406.91,189.27,9,22,41,41,0
4,25,102.186571,0.29,3.5,29.2,357.65,19.87,7,10,15,10,0
9,175,1025.146674,0.04,23.83,43.01,24432.66,1357.37,22,36,97,78,0
11,241,1399.572536,0.02,48,29.16,67179.48,3732.19,28,28,145,96,0
8,55,214.8789828,0.07,13.5,15.92,2900.87,161.16,9,6,37,18,0
4,70,343.4823417,0.09,11,31.23,3778.31,209.91,12,18,37,33,0
6,66,285.2472543,0.04,26,10.97,7416.43,412.02,13,7,38,28,0
2,29,116,0.11,9,12.89,1044,58,9,7,15,14,0
3,41,187.9834625,0.12,8.03,23.39,1511.1,83.95,11,13,22,19,0
5,49,191.4376392,0.11,9.33,20.51,1786.75,99.26,6,9,21,28,0
2,26,98.99122797,0.13,8,12.37,791.93,44,8,6,14,12,0
2,45,194.4867643,0.13,7.5,25.93,1458.65,81.04,10,10,30,15,0
7,124,641.0707002,0.04,26.5,24.19,16988.37,943.8,18,18,71,53,0
8,162,867.9234247,0.03,30.45,28.5,26428.27,1468.24,21,20,104,58,0
9,79,322.9095645,0.06,15.71,20.55,5074.29,281.91,10,7,57,22,0
4,152,803.3811373,0.04,22.61,35.53,18163.4,1009.08,16,23,87,65,0
1,12,41.51317942,0.33,3,13.84,124.54,6.92,6,5,7,5,0
4,63,302.8633601,0.06,17.77,17.04,5382.71,299.04,17,11,40,23,0
4,63,302.8633601,0.06,17.77,17.04,5382.71,299.04,17,11,40,23,0
2,33,134.8862738,0.18,5.63,23.98,758.74,42.15,9,8,23,10,0
7,99,503.6588213,0.05,19.5,25.83,9821.35,545.63,17,17,60,39,0
9,138,734.4260771,0.03,28.72,25.57,21094.35,1171.91,22,18,91,47,0
1,10,31.69925001,0.19,5.25,6.04,166.42,9.25,7,2,7,3,0
6,50,232.1928095,0.11,8.77,26.48,2036.15,113.12,12,13,31,19,0
4,28,112,0.11,9.17,12.22,1026.67,57.04,10,6,17,11,0
10,95,494.8980697,0.05,18.95,26.12,9377.02,520.95,18,19,55,40,0
5,50,247.7098155,0.07,13.36,18.55,3308.7,183.82,17,14,28,22,0
3,78,352.8378326,0.07,13.85,25.48,4885.45,271.41,10,13,42,36,0
3,20,69.18863237,0.16,6.13,11.3,423.78,23.54,7,4,13,7,0
3,20,69.18863237,0.16,6.13,11.3,423.78,23.54,7,4,13,7,0
2,9,28.52932501,0.4,2.5,11.41,71.32,3.96,5,4,5,4,0
1,9,28.52932501,0.33,3,9.51,85.59,4.75,6,3,6,3,0
5,57,267.9250639,0.06,17.6,15.22,4715.48,261.97,16,10,35,22,0
